Title,Level,Geographic,Year Agreed,Link,Sourcing Notes,Language,English available?,Plastic Types,Included in analysis?,Trade linked?,Filename,File link
New York City - Restrictions on the sale or use of certain expanded polystyrene items,40_Subnational,"New York City, United States",2018,https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=1444213&GUID=71AB91E9-EC77-47F0-B904-4D4B4A607568&Options=ID%7cText%7c&Search=142,,English,Y,,Y,N,2445_S_2018_Restrictions_on_the_sale_or_use.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2445_S_2018_Restrictions_on_the_sale_or_use.pdf
Waste Minimisation (Plastic Shopping Bags) Regulations 2018,30_National,New Zealand,2018,http://www.legislation.govt.nz/regulation/public/2018/0270/latest/LMS140914.html?search=ts_act%40bill%40regulation%40deemedreg_plastic_resel_25_a&p=1,,English,Y,Bags,Y,N,2537_N_2018_Waste_Minimisation.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2537_N_2018_Waste_Minimisation.pdf
SPREP Pacific Regional Action Plan Marine Litter,20_Regional,Pacific,2018,https://www.sprep.org/sites/default/files/documents/publications/MAP-Digital-small.pdf,,English,Y,Microplastics,Y,N,4242_I_2018_Pacific_Regional_Action_Plan.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4242_I_2018_Pacific_Regional_Action_Plan.pdf
Padang City Mayor Regulation No. 36 of 2018 concerning Controlling the Use of Plastic Shopping Bags,40_Subnational,"Padang, Indonesia",2018,https://peraturan.bpk.go.id/Home/Details/100882/perwali-kota-padang-no-36-tahun-2018,,Indonesian,N,Bags,N,N,14018_S_2018_Padang_City_Mayor_Regulation_No_36_of_2018_Plastic_Shopping_Bags.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/14018_S_2018_Padang_City_Mayor_Regulation_No_36_of_2018_Plastic_Shopping_Bags.pdf
Responsible Tourism Education Act of 2018 (RPPL No. 1-30),30_National,Palau,2018,http://extwprlegs1.fao.org/docs/pdf/pau181409.pdf,,English,Y,Bottles,Y,N,2101_N_2018_Responsible_Tourism.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2101_N_2018_Responsible_Tourism.pdf
"Executive Order No. 417 to establish a ""Zero Disposable Plastic"" Policy",30_National,Palau,2018,https://www.palaugov.pw/documents/executive-order-no-417-to-establish-zero-disposable-plastic-policy/,,English,Y,Bottles,Y,N,3023_N_2018_Executive_Order_417_to_Establish_a_Zero_Disposable_Plastic.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/3023_N_2018_Executive_Order_417_to_Establish_a_Zero_Disposable_Plastic.pdf
Law that adopts measures to promote the use of reusable bags in commercial establishments,30_National,Panama,2018,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC178033,,Spanish,Y,Bags,Y,N,2449_N_2018_Law_no_1.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2449_N_2018_Law_no_1.pdf
Decreto Supremo que aprueba la reducción del plástico de un solo uso y promueve el consumo responsabledel plástico en las entidades del Poder Ejecutivo,30_National,Peru,2018,https://sinia.minam.gob.pe/normas/se-aprueba-reduccion-plastico-un-solo-uso-promueve-consumo-responsable,,Spanish,N,Bags,N,N,9059_N_2018_Decreto_supremo_que_aprueba.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9059_N_2018_Decreto_supremo_que_aprueba.pdf
Ordenanza Provincial para Reducir el Consumo de Productos Plásticos y de Poliestirenoexpandido de un Solo Uso en la Provincia de Manabí,40_Subnational,"Portoviejo, Ecuador",2018,http://www.portoviejo.gob.ec/md-transparencia/2018/Septiembre%202018/Literal%20S/ACTA%20N%C2%BA%20253%20-%2006%20SEPTIEMBRE%202018.pdf,,Spanish,N,,N,N,9075_S_2018_Ordenanza_provincial_para_reducir.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9075_S_2018_Ordenanza_provincial_para_reducir.pdf
"Plastic Waste Management (Amendment) Rules, 2018",40_Subnational,"Punjab, India",2018,http://www.ppcb.gov.in/Attachments/Plastic%20Waste/PWAnnexureA.pdf,,English,Y,Bags,Y,N,2464_S_2018_Plastic_Waste_Management.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2464_S_2018_Plastic_Waste_Management.pdf
A Bylaw to Regulate the Sale of Single-Use Plastic Items,40_Subnational,"Qualicum Beach, British Columbia, Canada",2018,https://qualicumbeach.civicweb.net/document/7678,,English,Y,Bags,Y,N,9031_S_2018_A_Bylaw_to_Regulate.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9031_S_2018_A_Bylaw_to_Regulate.pdf
PERSGA Regional Action Plan for the Sustainable Management of Marine Litter in the Red Sea and Gulf of Aden,20_Regional,Red Sea and Gulf of Aden,2018,http://www.gpmarinelitter.org/sites/default/files/Documents/PERSGA%20RAP_Marine_Litter%20(1)-compressed%20(1).pdf,,English,Y,,Y,N,4243_I_2018_PERSGA-RAP_Marine_Litter.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4243_I_2018_PERSGA-RAP_Marine_Litter.pdf
Law No. 5.502 providing for the Replacement and Collection of Plastic Shoppers at Commercial Establishments within the State of Rio de Janeiro,40_Subnational,"Rio de Janeiro, Brazil",2018,https://www.ecolex.org/details/legislation/law-no-5502-providing-for-the-replacement-and-collection-of-plastic-shoppers-at-commercial-establishments-within-the-state-of-rio-de-janeiro-as-a-way-of-making-them-available-to-the-recycling-and-protection-cycle-of-the-fluminense-environment-and-adding-article-98-a-to-law-no-34672000-lex-faoc179221/?q=Law+5502+of+2009&xcountry=Brazil&xdate_min=&xdate_max=,,Portuguese,N,,N,N,4468_N_2018_Law_No.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4468_N_2018_Law_No.pdf
Rio de Janeiro Law No. 8006,40_Subnational,"Rio de Janeiro, Brazil",2018,http://www3.alerj.rj.gov.br/lotus_notes/default.asp?id=53&url=L2NvbnRsZWkubnNmL2M4YWEwOTAwMDI1ZmVlZjYwMzI1NjRlYzAwNjBkZmZmL2YwNGQ1YWI1MTE3N2NlN2E4MzI1ODJiOTAwNTBiNzgzP09wZW5Eb2N1bWVudA==,,English,Y,Bags,Y,N,5002_S_2018_Law_no_8006.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/5002_S_2018_Law_no_8006.pdf
Law No 87/2018 Amending and Supplementing Law No 249/2015 Regarding the Management of Packaging and Packaging Waste,30_National,Romania,2018,https://ec.europa.eu/growth/tools-databases/tris/en/search/?trisaction=search.detail&year=2017&num=479,,English,Y,"Bags,EPR",Y,N,2467_N_2018_Law_no_87_Amending.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2467_N_2018_Law_no_87_Amending.pdf
"Resolution 074/18, Intendencia de Salto, 2018",40_Subnational,"Salto, Brazil",2018,https://www.salto.gub.uy/menu-gobierno/resoluciones/item/3920-resolucion-n-074-18,,Portugese,N,Bags,N,N,13130_S_2018_Resolution_intendencia_Salto.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13130_S_2018_Resolution_intendencia_Salto.pdf
"Resolución 1017 por medio de la cual seadoptan medidas de control para la prohibición de la utilización de plástico e icopor de un solo uso, en el distrito turístico,cultural e histórico de Santa Marta",40_Subnational,"Santa Marta, Colombia",2018,https://www.santamarta.gov.co/sites/default/files/1017_se_adoptan_medidas_de_control_para_la_prohibicion_de_la_utilizacin_del_plastico_-_25_octubre_2018.pdf,,Spanish,N,,N,N,9057_S_2018_Resolucion_1017.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9057_S_2018_Resolucion_1017.pdf
Santa Monica - Ordinance No. 2216 plus Ordinance No. 2586,40_Subnational,"Santa Monica, United States",2018,https://plasticpollutioncoalitionresources.org/wp-content/uploads/2017/03/Santa_Monica_Ord_Nos_2216_plus_2586.pdf,,English,Y,,Y,N,9030_S_2018_Santa_Monica_Ordinance_2216.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9030_S_2018_Santa_Monica_Ordinance_2216.pdf
PROJETO DE LEI 01-00099/2018 do Vereador Reginaldo Tripoli (PV),40_Subnational,"Sao Paulo, Brazil",2018,http://documentacao.saopaulo.sp.leg.br/iah/fulltext/projeto/PL0099-2018.pdf,,Portuguese,N,,N,N,15003_S_2018_PROJETO_DE_LEI.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15003_S_2018_PROJETO_DE_LEI.pdf
The Environmental Protection (Microbeads) (Scotland) Regulations 2018,40_Subnational,"Scotland, United Kingdom",2018,http://extwprlegs1.fao.org/docs/pdf/uk177140.pdf,,English,Y,Microplastics,Y,N,1060_S_2018_Scotland_Microbeads.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1060_S_2018_Scotland_Microbeads.pdf
Loi n° 2018-25 du 12 novembre 2018 portant code forestier.,30_National,Senegal,2018,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC191599/,,French,Y,,N,N,12113_N_2018_Loi_n_2018_25.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12113_N_2018_Loi_n_2018_25.pdf
Decree on Environmental Tax on the Generation of Packaging Waste,30_National,Slovenia,2018,http://www.pisrs.si/Pis.web/pregledPredpisa?id=URED3967,,Slovenian,N,,N,N,2806_N_2018_Decree_on_environmental_tax.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2806_N_2018_Decree_on_environmental_tax.pdf
SACEP Towards Litter Free Indian Ocean: Summary of the Regional Marine Litter Action Plan for South Asian Seas Region,20_Regional,South Asian Seas,2018,http://www.sacep.org/pdf/Regional_Marine_Litter_Action_Plan_for_SAS_Region.pdf,,English,Y,,Y,N,4241_I_2018_Towards_Litter_Free_Indian_Ocean.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4241_I_2018_Towards_Litter_Free_Indian_Ocean.pdf
Royal Decree No. 293/2018 - Reducing the consumption of plastic bags and creating the Registry of Producers,30_National,Spain,2018,https://www.ecolex.org/details/legislation/real-decreto-no-2932018-medidas-para-reducir-el-consumo-de-bolsas-de-plastico-y-por-el-que-se-crea-el-registro-de-productores-lex-faoc182314/?q=Oxodegradable&type=legislation&xdate_min=&xdate_max=,,Spanish,Y,Bags,Y,N,2186_N_2014_Royal_decree_293_Reducing.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2186_N_2014_Royal_decree_293_Reducing.pdf
Regulation (2018: 496) on state subsidies to reduce emissions of microplastics to the aquatic environment.,30_National,Sweden,2018,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC187073,,Swedish,N,,N,N,S_2558_N_2018_Regulation_2018_496.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2558_N_2018_Regulation_2018_496.pdf
Law No. 7153 amending the Environmental Law No. 2872 and other laws,30_National,Turkey,2018,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC192451/,,Turkish,N,Bags,N,N,14001_N_2018_Turkey_Law_7153.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/14001_N_2018_Turkey_Law_7153.pdf
"Marine Debris Research, Prevention and Reduction Act, 2006 Amendments 2018",30_National,United States,2018,https://www.congress.gov/bill/115th-congress/senate-bill/3508/text,,English,Y,Microplastics,Y,N,1509_N_2018_Marine_Debris_Research_Prevention_Reduction_Act_2018_Amend.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1509_N_2018_Marine_Debris_Research_Prevention_Reduction_Act_2018_Amend.pdf
Law No. 19655 - Sustainable use of Plastic Bags,30_National,Uruguay,2018,http://extwprlegs1.fao.org/docs/pdf/uru180025.pdf,,Spanish,Y,Bags,Y,N,2554_N_2018_law_no_19.655.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2554_N_2018_law_no_19.655.pdf
"Code of Virginia Title 62.1. Waters of the State, Ports and Harbors  Chapter 20. Miscellaneous Offenses.",40_Subnational,"Virginia, United States",2018,https://law.lis.virginia.gov/vacode/title62.1/chapter20/,,English,Y,Bottles,Y,N,"7001_S_2007_Casting_garbage,etc._into_waters.pdf","https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/7001_S_2007_Casting_garbage,etc._into_waters.pdf"
Environmental Protection (Microbeads) (Wales) Regulations 2018 (S.I. No. 760 (W. 151) of 2018).,40_Subnational,"Wales, United Kingdom",2018,http://extwprlegs1.fao.org/docs/pdf/uk179126.pdf,,English,Y,Microplastics,Y,N,1037_N_2018_Microbeads_Wales.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1037_N_2018_Microbeads_Wales.pdf
Western Australia Environmental Protection (Plastic Bags) Regulations 2018,40_Subnational,"Western Australia, Australia",2018,https://www.slp.wa.gov.au/pco/prod/filestore.nsf/FileURL/mrdoc_41671.pdf/$FILE/Environmental%20Protection%20(Plastic%20Bags)%20Regulations%202018%20-%20%5B00-c0-00%5D.pdf?OpenElement,,English,Y,Bags,Y,N,2495_S_2018_Environmental_Protection_Plastic_Bags.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2495_S_2018_Environmental_Protection_Plastic_Bags.pdf
Environmental Protection (Prohibited Plastics and Balloons) Regulations 2018,40_Subnational,"Western Australia, Australia",2018,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC212677/,,English,Y,"SUPs,Bags",Y,N,15084_S_2018_Environmental_Protection_Prohibited_Plastics.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15084_S_2018_Environmental_Protection_Prohibited_Plastics.pdf
Statutory Instrument No 65 on Extended Producer Responsibility Regulations,30_National,Zambia,2018,http://www.zema.org.zm/index.php/lusaka-3rd-december-2018-issuance-of-statutory-instrument-no-65-on-extended-producer-responsibility-regulations/,,English,Y,Bags,Y,N,4493_N_2018_Lusaka.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4493_N_2018_Lusaka.pdf
"Décret n° 2013-327 du 22 mai 2013 portant interdiction de la production, de l'importation, de la commercialisation, de la détention et de l'utilisation des sachets plastiques",30_National,Cote d^Ivoire,2013,https://www.observatorioplastico.com/ficheros/legislacion/104132613INTERDICTION_DE_LA_PRODUCTION_DE_SACHET_PLASTIQUE.pdf ,,French,N,Bags,N,Y,13089_N_2013_Decret_2013_327_portant.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13089_N_2013_Decret_2013_327_portant.pdf
Town of Acton Plastic Bag Reduction,40_Subnational,"Acton, United States",2019,http://nebula.wsimg.com/8a51520c6c1c40fcbe107afc7aa501da?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1,,English,Y,Bags,Y,N,9090_S_2019_Town_of_Acton.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9090_S_2019_Town_of_Acton.pdf
"Recycling and Reduction of Litter (Alaska Statutes: Title 46 Water, Air, Energy, and Environmental Conservation; Chapter 06)",40_Subnational,"Alaska, United States",2019,http://extwprlegs1.fao.org/docs/pdf/us191959.pdf,,English,Y,"Bags,EPR",Y,N,8013_S_2019_Recycling_and_Reduction_of_Litter.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/8013_S_2019_Recycling_and_Reduction_of_Litter.pdf
Stratégie Nationale pour l’économie bleue- ALGÉRIE SNEB - 2030.,30_National,Algeria,2019,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC211585/,,French,Y,"SUPs,Microplastics,Packaging",N,N,12110_N_2019_Stratégie_Nationale_pour_lEconomie.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12110_N_2019_Stratégie_Nationale_pour_lEconomie.pdf
An Ordinance to Restrict the Use of Thin-Film Plastic Bags for the Bagging of Customer Purchases at and by Retail Establishments,40_Subnational,"Amesbury, United States",2019,http://nebula.wsimg.com/0777b5969e7872dca96be4fcba1f1be8?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1,,English,Y,Bags,Y,N,9086_S_2019_Ordinance_to_Restrict_Use.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9086_S_2019_Ordinance_to_Restrict_Use.pdf
Ordenanza que Regula y Prohíbe en el Distrito de Ancón el Uso del Plástico y los Recipientes y Envases Descartables,40_Subnational,"Ancón, Peru",2019,https://busquedas.elperuano.pe/normaslegales/ordenanza-que-regula-y-prohibe-en-el-distrito-de-ancon-el-us-ordenanza-no-402-2018-mda-1839666-1/,,Spanish,N,Bags,N,N,9060_S_2019_Ordenanza_que_regula.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9060_S_2019_Ordenanza_que_regula.pdf
"Antarctic Treaty Resolution 5 (2019) - ATCM XLII - CEP XXII, Reducing Plastic Pollution in Antarctica and the Southern Ocean ",20_Regional,Antarctic,2019,https://ats.aq/devAS/Meetings/Measure/705,,English,Y,Microplastics,Y,N,1901_I_2019_Reducing Plastic Pollution in Antarctica and the Southern Ocean.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1901_I_2019_Reducing Plastic Pollution in Antarctica and the Southern Ocean.pdf
Litter Control and Prevention Act No. 3 of 2019,30_National,Antigua and Barbuda,2019,http://extwprlegs1.fao.org/docs/pdf/ant188453.pdf,,English,Y,"Bags,Bottles",Y,N,8020_N_2019_Litter_Control_and_Prevention.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/8020_N_2019_Litter_Control_and_Prevention.pdf
APEC Roadmap on Marine Debris,20_Regional,Asia-Pacific,2019,https://www.apec.org/Meeting-Papers/Annual-Ministerial-Meetings/2019/2019_AMM/Annex-B,,English,Y,Microplastics,Y,N,1902_I_2019_APEC_Roadmap on marine debris.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1902_I_2019_APEC_Roadmap on marine debris.pdf
Plastic Waste Reduction Ordinance,40_Subnational,"Attleboro, United States",2019,http://nebula.wsimg.com/1e0136a83ddb1f4b0c0833f5bf63f8d5?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1,,English,Y,Bags,Y,N,9092_S_2019_Plastic_Waste_Reduction_Ordinance.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9092_S_2019_Plastic_Waste_Reduction_Ordinance.pdf
National Waste Policy Action Plan,30_National,Australia,2019,https://www.awe.gov.au/sites/default/files/documents/national-waste-policy-action-plan-2019.pdf,,English,Y,"SUPs,Microplastics,EPR",Y,N,5959_N_2019_National_Waste_Policy_Action_Plan.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/5959_N_2019_National_Waste_Policy_Action_Plan.pdf
"Ordenanza para la “Disminución Progresiva del Uso de Plástico de un Solo Uso y los Recipientes o Envases Descartables, para la Protección y Cuidado del Medio Ambiente y los Ecosistemas en la Región Ayacucho”",40_Subnational,"Ayacucho, Peru",2019,https://busquedas.elperuano.pe/download/url/aprueban-ordenanza-para-la-disminucion-progresiva-del-uso-d-ordenanza-no-008-2019-gracr-1801599-1,,Spanish,N,Bags,N,N,9061_S_2019_Ordenanza_para_la_disminucion.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9061_S_2019_Ordenanza_para_la_disminucion.pdf
"Ordenanza Provincial de Política Pública Ambiental, para la Regulación de Plástico de un Solo Uso en la Provincia del Azuay",40_Subnational,"Azuay, Ecuador",2019,https://www.azuay.gob.ec/wp-content/uploads/2020/01/ORDENANZA-DE-POLITICA-PUBLICA-AMBIENTAL.pdf,,Spanish,N,,N,N,9074_S_2019_Ordenanza_provincial.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9074_S_2019_Ordenanza_provincial.pdf
